sample,tempo para fechamento,tempo merge,merge user seguidores,merge user tempo no GitHub,closed_count,open_count,merged_count,not_merged_count
aws-samples/amazon-s3-crr-preexisting-objects,0.0,0.0,21.375,527.875,8.0,1.0,8.0,8.0
aws-samples/amazon-s3-datalake-handson,0.0,0.0,0.0,340.0,1.0,0.0,1.0,1.0
aws-samples/amazon-s3-gateway-endpoint-proxy,0.0,0.0,4.0,2003.0,1.0,0.0,1.0,1.0
aws-samples/amazon-s3-presigned-urls-aws-sam,,,,,0.0,1.0,0.0,0.0
aws-samples/amazon-s3-resumable-upload,0.0,0.0,14.0,4573.0,1.0,0.0,1.0,1.0
aws-samples/amazon-s3-security-settings-and-controls,20.5,,,,2.0,0.0,0.0,0.0
aws-samples/amazon-sagemaker-BYOD-template,,,,,0.0,1.0,0.0,0.0
aws-samples/amazon-sagemaker-ab-testing-pipeline,0.0,0.0,34.0,3904.6666666666665,3.0,0.0,3.0,3.0
aws-samples/amazon-sagemaker-analyze-model-predictions,20.666666666666668,20.666666666666668,23.0,2046.3333333333333,3.0,0.0,3.0,3.0
aws-samples/amazon-sagemaker-architecting-for-ml,0.0,0.0,126.0,1800.6,10.0,5.0,5.0,5.0
aws-samples/amazon-sagemaker-aws-greengrass-custom-object-detection-model,0.0,0.0,43.0,1456.8,10.0,0.0,10.0,10.0
aws-samples/amazon-sagemaker-aws-greengrass-custom-timeseries-forecasting,1.0,1.0,28.0,3443.5,2.0,0.0,2.0,2.0
aws-samples/amazon-sagemaker-bert-pytorch,0.0,0.0,4.0,1883.75,4.0,0.0,4.0,4.0
aws-samples/amazon-sagemaker-brain-segmentation,13.5,0.0,10.0,160.0,2.0,1.0,1.0,1.0
aws-samples/amazon-sagemaker-build-train-deploy,0.0,0.0,28.0,2517.0,1.0,1.0,1.0,1.0
aws-samples/amazon-sagemaker-cdk-examples,,,,,0.0,2.0,0.0,0.0
aws-samples/amazon-sagemaker-custom-loss-function,0.0,0.0,0.0,43.0,3.0,0.0,3.0,3.0
aws-samples/amazon-sagemaker-deepar-retail,,,,,0.0,2.0,0.0,0.0
aws-samples/amazon-sagemaker-edge-manager-workshop,0.0,0.0,63.0,1118.5,3.0,1.0,2.0,2.0
aws-samples/amazon-sagemaker-endpoint-deployment-of-fastai-model-with-torchserve,1.5,1.5,29.0,2501.0,2.0,0.0,2.0,2.0
aws-samples/amazon-sagemaker-entrypoint-utilities,,,,,0.0,1.0,0.0,0.0
aws-samples/amazon-sagemaker-examples-jp,12.819672131147541,13.186440677966102,13.423728813559322,1747.3898305084747,61.0,1.0,59.0,59.0
aws-samples/amazon-sagemaker-feature-store-in-java,0.0,,,,1.0,0.0,0.0,0.0
aws-samples/amazon-sagemaker-feature-store-streaming-aggregation,3.0,3.0,2.0,285.0,1.0,0.0,1.0,1.0
aws-samples/amazon-sagemaker-gluonts-entrypoint,0.0,0.0,13.0,3076.0,1.0,0.0,1.0,1.0
aws-samples/amazon-sagemaker-gluonts-timeseriesforecasting-with-debuggerandexperiments,28.0,28.0,3.0,1236.0,3.0,1.0,3.0,3.0
aws-samples/amazon-sagemaker-ground-truth-task-uis,24.5,7.0,55.0,2687.0,2.0,0.0,1.0,1.0
aws-samples/amazon-sagemaker-groundtruth-and-amazon-comprehend-ner-examples,0.0,0.0,13.0,3076.0,1.0,0.0,1.0,1.0
aws-samples/amazon-sagemaker-groundtruth-conversion-kit,1.0,1.0,52.0,2420.5,2.0,1.0,2.0,2.0
aws-samples/amazon-sagemaker-h2o-blog,,,,,0.0,1.0,0.0,0.0
aws-samples/amazon-sagemaker-healthcare-fraud-detection,0.0,,,,1.0,1.0,0.0,0.0
aws-samples/amazon-sagemaker-immersion-day,2.5384615384615383,2.4166666666666665,3.0,1449.9166666666667,13.0,1.0,12.0,12.0
aws-samples/amazon-sagemaker-inference-client,2.0,0.0,2.0,2782.0,2.0,5.0,1.0,1.0
aws-samples/amazon-sagemaker-keras-text-classification,48.6,1.0,16.25,1979.75,5.0,1.0,4.0,4.0
aws-samples/amazon-sagemaker-knn-search,0.0,0.0,5.0,2265.0,1.0,0.0,1.0,1.0
aws-samples/amazon-sagemaker-local-mode,0.25,0.25,6.0,1720.5,4.0,0.0,4.0,4.0
aws-samples/amazon-sagemaker-mask-r-cnn-pytorch,0.0,,,,1.0,0.0,0.0,0.0
aws-samples/amazon-sagemaker-mlops-workshop,0.0,0.0,6.0,1824.0,1.0,0.0,1.0,1.0
aws-samples/amazon-sagemaker-model-serving-using-aws-cdk,11.25,11.0,2.0,2160.0,4.0,0.0,2.0,2.0
aws-samples/amazon-sagemaker-nlu-search,1.0,1.0,3.5,1462.5,2.0,0.0,2.0,2.0
aws-samples/amazon-sagemaker-notebook-instance-lifecycle-config-samples,17.08823529411765,16.967741935483872,7.0,1145.8387096774193,34.0,4.0,31.0,31.0
aws-samples/amazon-sagemaker-optuna-hpo-blog,0.9166666666666666,0.9166666666666666,13.166666666666666,2126.3333333333335,12.0,1.0,12.0,12.0
aws-samples/amazon-sagemaker-predictive-maintenance-deployed-at-edge,0.3,0.375,14.0,1029.125,10.0,0.0,8.0,8.0
aws-samples/amazon-sagemaker-safe-deployment-pipeline,0.9523809523809523,1.0526315789473684,34.0,3746.8947368421054,21.0,0.0,19.0,19.0
aws-samples/amazon-sagemaker-script-mode,45.714285714285715,0.5,9.0,1479.5,7.0,0.0,6.0,6.0
aws-samples/amazon-sagemaker-secure-mlops,12.0,,,,1.0,0.0,0.0,0.0
aws-samples/amazon-sagemaker-stock-prediction-archived,0.0,0.0,19.0,2198.5,2.0,3.0,2.0,2.0
aws-samples/amazon-sagemaker-studio-vpc-blog,0.0,0.0,7.0,943.5,2.0,0.0,2.0,2.0
aws-samples/amazon-sagemaker-tensorflow-object-detection-api,7.5,2.0,15.0,2069.0,2.0,0.0,1.0,1.0
aws-samples/amazon-sagemaker-tensorflow-serving-grpc,0.0,0.0,0.0,2449.0,1.0,0.0,1.0,1.0
aws-samples/amazon-sagemaker-time-series-prediction-using-gluonts,,,,,0.0,1.0,0.0,0.0
aws-samples/amazon-sagemaker-to-aws-lambda-pipeline-blogpost,,,,,0.0,1.0,0.0,0.0
aws-samples/amazon-sagemaker-unity-game-simulation,0.0,0.0,0.0,3001.0,1.0,0.0,1.0,1.0
aws-samples/amazon-sagemaker-visual-search,1.5,1.0,5.0,2087.0,2.0,0.0,1.0,1.0
aws-samples/amazon-serverless-datalake-workshop,0.5,0.5,1.0,659.5,2.0,0.0,2.0,2.0
aws-samples/amazon-sqs-dlq-replay-backoff,0.0,,,,1.0,1.0,0.0,0.0
aws-samples/amazon-sqs-java-temporary-queues-client-samples,0.0,0.0,0.0,121.0,1.0,0.0,1.0,1.0
aws-samples/amazon-sumerian-arcore-starter-app,23.6,1.8571428571428572,5.0,498.2857142857143,10.0,0.0,7.0,7.0
aws-samples/amazon-sumerian-arkit-starter-app,0.5,0.5,5.0,341.75,4.0,0.0,4.0,4.0
aws-samples/amazon-sumerian-host-samples,4.666666666666667,6.0,2.0,1786.5,3.0,0.0,2.0,2.0
aws-samples/amazon-sumerian-hosts,1.0,1.2,1.4666666666666666,937.2666666666667,19.0,1.0,15.0,15.0
aws-samples/amazon-textract-a2i-pdf,0.0,0.0,31.0,1190.5,2.0,2.0,2.0,2.0
aws-samples/amazon-textract-and-amazon-comprehend-medical-claims-example,,,,,0.0,1.0,0.0,0.0
aws-samples/amazon-textract-code-samples,269.2,197.0,16.0,876.0,5.0,1.0,4.0,4.0
aws-samples/amazon-textract-comprehend-OCRimage-search-and-analyze,128.75,8.0,3.0,1242.0,4.0,1.0,2.0,2.0
aws-samples/amazon-textract-comprehend-a2i,10.5,10.5,25.0,3024.0,2.0,1.0,2.0,2.0
aws-samples/amazon-textract-enhancer,,,,,0.0,2.0,0.0,0.0
aws-samples/amazon-textract-response-parser,5.909090909090909,5.909090909090909,6.454545454545454,915.4545454545455,11.0,6.0,11.0,11.0
aws-samples/amazon-textract-searchable-pdf,,,,,0.0,1.0,0.0,0.0
aws-samples/amazon-textract-serverless-large-scale-document-processing,31.285714285714285,17.4,13.0,1036.0,7.0,5.0,5.0,5.0
aws-samples/amazon-textract-textractor,87.13333333333334,44.333333333333336,3.5,888.9166666666666,15.0,4.0,12.0,12.0
aws-samples/amazon-timestream-simple-visualizer,2.6666666666666665,2.6666666666666665,0.0,1854.2222222222222,9.0,0.0,9.0,9.0
aws-samples/amazon-transcribe-comprehend-medical-twilio,,,,,0.0,1.0,0.0,0.0
aws-samples/amazon-transcribe-comprehend-podcast,0.0,0.0,17.8,1062.0,5.0,1.0,5.0,5.0
aws-samples/amazon-transcribe-email-workflow,43.0,43.0,0.0,2421.0,1.0,2.0,1.0,1.0
aws-samples/amazon-transcribe-news-media-analysis,0.9154929577464789,0.4857142857142857,160.67142857142858,2269.2285714285713,71.0,0.0,70.0,70.0
aws-samples/amazon-vod-preset-convert,36.0,36.0,0.0,342.5,2.0,1.0,2.0,2.0
aws-samples/amazon-workmail-lambda-templates,0.2857142857142857,0.2857142857142857,0.0,338.35714285714283,14.0,0.0,14.0,14.0
aws-samples/amazon-workspaces-portal-sample,3.5,3.5,4.0,1841.0,2.0,0.0,2.0,2.0
aws-samples/amazon-workspaces-sapgui-sso,,,,,0.0,1.0,0.0,0.0
aws-samples/amazonmacie-chatops-remediation,0.5,0.5,0.0,127.16666666666667,6.0,0.0,6.0,6.0
aws-samples/amazonmq-invoke-aws-lambda,,,,,0.0,1.0,0.0,0.0
aws-samples/amplify-vue-search-example,,,,,0.0,1.0,0.0,0.0
aws-samples/analyzing-reddit-sentiment-with-aws,0.0,0.0,3.0,1744.0,1.0,1.0,1.0,1.0
aws-samples/api-gateway-auth,0.0,0.0,1.0,2377.0,1.0,0.0,1.0,1.0
aws-samples/api-gateway-secure-pet-store,30.0,30.0,76.0,1138.6666666666667,3.0,3.0,3.0,3.0
aws-samples/apn-blog,2.0,2.125,8.625,1019.875,9.0,1.0,8.0,8.0
aws-samples/app-2025,1.0,,,,1.0,0.0,0.0,0.0
aws-samples/application-migration-with-aws-workshop,1.2941176470588236,1.3333333333333333,0.2727272727272727,2713.060606060606,34.0,0.0,33.0,33.0
aws-samples/appsync-refarch-realtime,13.142857142857142,11.25,977.0,1893.75,7.0,1.0,4.0,4.0
aws-samples/arc325-multiple-accounts-workshop,0.0,0.0,9.0,189.5,2.0,2.0,2.0,2.0
aws-samples/arduino-aws-greengrass-iot,0.0,0.0,2.0,963.5,5.0,0.0,2.0,2.0
aws-samples/ask-around-me,0.0,0.0,192.0,1469.2857142857142,7.0,0.0,7.0,7.0
aws-samples/asynchronous-messaging-workshop,20.85,8.5625,22.0,3732.8125,20.0,0.0,16.0,16.0
aws-samples/audio-to-notes-demo-ai,4.5,4.5,36.0,1296.75,4.0,0.0,4.0,4.0
aws-samples/aurora-and-database-migration-labs,9.0,9.0,3.0,1452.0,1.0,0.0,1.0,1.0
aws-samples/authorization-lambda-at-edge,28.2,41.666666666666664,1.0,1870.0,5.0,1.0,3.0,3.0
aws-samples/automate-centralized-deployment-sagemaker-studio,0.0,0.0,2.0,3178.0,1.0,0.0,1.0,1.0
aws-samples/automate-provisioning-of-amazon-workspaces-using-powershell,1.3333333333333333,2.0,0.0,50.0,3.0,0.0,2.0,2.0
aws-samples/automated-bucketing-of-streaming-data,0.0,0.0,0.0,1128.0,1.0,0.0,1.0,1.0
aws-samples/automated-incident-response-with-ssm,0.0,0.0,12.0,2320.0,1.0,0.0,1.0,1.0
aws-samples/automated-iot-fleet-provisioning-by-claim,7.5,7.5,2.0,1116.5,2.0,2.0,2.0,2.0
aws-samples/automating-a-security-incident-with-step-functions,,,,,0.0,2.0,0.0,0.0
aws-samples/automating-aws-migration-with-cloudendure-scripts,91.0,,,,1.0,1.0,0.0,0.0
aws-samples/automating-livestream-video-monitoring,17.653846153846153,0.75,34.25,2230.3333333333335,26.0,0.0,12.0,12.0
aws-samples/aws-aarogya-setu-openapi-integration,0.5714285714285714,1.0,44.0,1635.0,7.0,0.0,4.0,4.0
aws-samples/aws-account-vending-machine,1.5,0.0,1.0,975.0,2.0,1.0,1.0,1.0
aws-samples/aws-admartech-samples,0.0,0.0,24.0,2310.0,1.0,0.0,1.0,1.0
aws-samples/aws-ai-bootcamp-labs,3.0,0.0,1.0,1219.0,2.0,0.0,1.0,1.0
aws-samples/aws-ai-ml-workshop-kr,1.4285714285714286,1.4285714285714286,18.0,1764.9285714285713,14.0,0.0,14.0,14.0
aws-samples/aws-ai-qna-bot,13.650485436893204,5.5344827586206895,6.362068965517241,1451.9310344827586,103.0,1.0,58.0,58.0
aws-samples/aws-alexa-workshop,12.88888888888889,12.88888888888889,23.555555555555557,2250.0,9.0,0.0,9.0,9.0
aws-samples/aws-alexa-workshop-ask,3.0,3.0,28.0,2647.0,1.0,1.0,1.0,1.0
aws-samples/aws-alexa-workshop-smarthome,55.142857142857146,55.142857142857146,19.428571428571427,2165.5714285714284,7.0,3.0,7.0,7.0
aws-samples/aws-alexa-workshop-smarthome-lamp,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-alexa-workshop-smarthome-ui,2.25,2.4545454545454546,9.818181818181818,1069.909090909091,24.0,1.0,22.0,22.0
aws-samples/aws-alien-attack,1.0,1.1428571428571428,8.0,2729.4285714285716,8.0,0.0,7.0,7.0
aws-samples/aws-amazon-eks-ansible-example,0.0,0.0,4.0,3132.8,5.0,0.0,5.0,5.0
aws-samples/aws-amplify-appsync-graphql-real-time-canvas,12.73913043478261,12.666666666666666,6.142857142857143,2685.285714285714,23.0,10.0,21.0,21.0
aws-samples/aws-amplify-auth-starters,61.75,1.0,3501.0,2805.6666666666665,4.0,0.0,3.0,3.0
aws-samples/aws-amplify-connect,1.6666666666666667,1.7857142857142858,9.0,1980.857142857143,15.0,0.0,14.0,14.0
aws-samples/aws-amplify-ecommerce,19.75,0.6666666666666666,2.0,2433.3333333333335,4.0,9.0,3.0,3.0
aws-samples/aws-amplify-gatsby-auth,3.230769230769231,3.9047619047619047,5.238095238095238,2339.714285714286,26.0,6.0,21.0,21.0
aws-samples/aws-amplify-graphql,16.235294117647058,10.7,69.4,1223.0,17.0,0.0,10.0,10.0
aws-samples/aws-amplify-predictions-ai-ml-with-react,1.0,,,,1.0,0.0,0.0,0.0
aws-samples/aws-amplify-quick-notes,9.294117647058824,11.285714285714286,6.642857142857143,2641.214285714286,17.0,9.0,14.0,14.0
aws-samples/aws-amplify-react-native-events-app-workshop,3.25,0.0,40.0,3407.6666666666665,4.0,0.0,3.0,3.0
aws-samples/aws-amplify-team-task-tracking,43.8,43.8,2.0,2401.6,5.0,1.0,5.0,5.0
aws-samples/aws-analytics-reference-architecture,2.138888888888889,1.375,8.0,2504.1875,36.0,7.0,16.0,16.0
aws-samples/aws-app-mesh-cloudwatch-agent,2.0,2.0,22.0,3691.0,1.0,1.0,1.0,1.0
aws-samples/aws-app-mesh-weighted-routing,0.0,0.0,97.0,3047.0,1.0,0.0,1.0,1.0
aws-samples/aws-application-auto-scaling-kinesis,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-appsync-calorie-tracker-workshop,10.7,11.263157894736842,6.0,2168.157894736842,20.0,0.0,19.0,19.0
aws-samples/aws-appsync-cwl-migrator,65.0,11.0,20.0,750.0,2.0,0.0,1.0,1.0
aws-samples/aws-appsync-iot-core-realtime-dashboard,15.0,0.0,3.0,341.0,4.0,1.0,2.0,2.0
aws-samples/aws-appsync-iot-core-realtime-example,25.0,0.0,3.0,315.0,3.0,1.0,2.0,2.0
aws-samples/aws-athena-udfs-textanalytics,0.0,0.0,11.0,2209.0,1.0,0.0,1.0,1.0
aws-samples/aws-aurora-serverless-data-api-sam,2.0,2.0,11.0,3796.0,1.0,1.0,1.0,1.0
aws-samples/aws-authing-demo,12.333333333333334,12.333333333333334,12.0,1217.3333333333333,3.0,0.0,3.0,3.0
aws-samples/aws-auto-inventory,0.0,0.0,9.0,3051.75,4.0,0.0,4.0,4.0
aws-samples/aws-autodeploy-vmware-cloud-on-aws,6.75,13.0,0.0,359.5,4.0,0.0,2.0,2.0
aws-samples/aws-bare-metal-kvm-demo,0.0,0.0,36.0,1169.0,1.0,0.0,1.0,1.0
aws-samples/aws-batch-comp-infrastructure-sample,12.0,0.75,0.0,183.0,7.0,0.0,4.0,4.0
aws-samples/aws-batch-efa,4.0,8.0,0.0,178.0,2.0,1.0,1.0,1.0
aws-samples/aws-batch-genomics,2.0,2.0,10.5,1414.75,4.0,2.0,4.0,4.0
aws-samples/aws-batch-hordesat-sample,0.0,0.0,0.0,251.33333333333334,6.0,1.0,6.0,6.0
aws-samples/aws-batch-processing-job-repo,90.0,90.0,2.0,1861.0,2.0,2.0,2.0,2.0
aws-samples/aws-batch-python-sample,1.0,1.0,7.0,2352.0,1.0,0.0,1.0,1.0
aws-samples/aws-batch-using-nice-dcv,0.0,0.0,0.0,588.0,1.0,1.0,1.0,1.0
aws-samples/aws-batch-xray,28.25,49.0,9.0,971.0,4.0,0.0,1.0,1.0
aws-samples/aws-best-practices-for-xroad-security-servers,0.0,0.0,1.0,3399.5,4.0,0.0,4.0,4.0
aws-samples/aws-big-data-blog-dmscdc-walkthrough,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-bikenow-demo,2.6666666666666665,2.6666666666666665,0.0,986.5555555555555,9.0,0.0,9.0,9.0
aws-samples/aws-blog-athena-custom-jdbc-credentials,,,,,0.0,2.0,0.0,0.0
aws-samples/aws-blog-codepipeline-third-party-git-build-status,0.0,0.0,2.0,2899.0,1.0,0.0,1.0,1.0
aws-samples/aws-bookstore-demo-app,6.0,8.0,8.666666666666666,1362.3333333333333,4.0,2.0,3.0,3.0
aws-samples/aws-bootstrap-kit-examples,4.838235294117647,3.492063492063492,2.9206349206349205,3191.3174603174602,68.0,4.0,63.0,63.0
aws-samples/aws-builders-fair-projects,7.827338129496403,6.946153846153846,12.0,2285.0153846153844,139.0,19.0,130.0,130.0
aws-samples/aws-building-data-lake-reinvent-session-stg206,0.0,0.0,214.0,3070.0,1.0,0.0,1.0,1.0
aws-samples/aws-cdk-changelogs-demo,20.2,2.25,757.0,2718.5,15.0,0.0,12.0,12.0
aws-samples/aws-cdk-constructs-for-java,4.491379310344827,11.047619047619047,21.0,3942.5714285714284,116.0,5.0,21.0,21.0
aws-samples/aws-cdk-developing-application-patterns-blog,0.0,,,,1.0,2.0,0.0,0.0
aws-samples/aws-cdk-eks-fluxv2-example,0.0,0.0,11.0,3777.0,1.0,0.0,1.0,1.0
aws-samples/aws-cdk-elasticache-redis-iam-rbac,0.0,0.0,0.0,709.0,1.0,0.0,1.0,1.0
aws-samples/aws-cdk-emr-s3-trigger,0.0,0.0,2.0,599.0,1.0,4.0,1.0,1.0
aws-samples/aws-cdk-examples,23.342741935483872,14.875706214689265,73.94915254237289,1964.0338983050847,248.0,51.0,177.0,177.0
aws-samples/aws-cdk-for-k3scluster,0.6556291390728477,0.10810810810810811,169.53153153153153,2339.5675675675675,151.0,0.0,111.0,111.0
aws-samples/aws-cdk-grafana,0.0,0.0,9.0,2072.5,5.0,0.0,4.0,4.0
aws-samples/aws-cdk-intro-workshop,11.945205479452055,10.455882352941176,174.86029411764707,2441.3529411764707,146.0,10.0,136.0,136.0
aws-samples/aws-cdk-k8s-dotnet-todo,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-cdk-lambda-container,0.0,0.0,4.0,4036.0,7.0,0.0,6.0,6.0
aws-samples/aws-cdk-managed-elkk,0.0,0.0,2.0,2368.5,3.0,0.0,2.0,2.0
aws-samples/aws-cdk-microservices-workshop,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-cdk-reinvent-demo,4.55607476635514,0.0,430.0,3462.0,214.0,4.0,2.0,2.0
aws-samples/aws-cdk-serverless-app-deployment-example,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-cdk-transparent-squid-proxy,0.0,0.0,0.0,2254.0,1.0,1.0,1.0,1.0
aws-samples/aws-centralize-logs-using-cdk,0.0,0.0,0.0,414.0,1.0,0.0,1.0,1.0
aws-samples/aws-certificate-authorization-for-sap,7.0,7.0,15.0,2411.0,2.0,0.0,2.0,2.0
aws-samples/aws-cfn-custom-resource-examples,319.5,0.0,202.0,806.0,2.0,1.0,1.0,1.0
aws-samples/aws-cfn-windows-hpc-template,96.0,96.0,7.0,2714.0,1.0,3.0,1.0,1.0
aws-samples/aws-cicd-bluegreen,0.0,0.0,1.0,1208.5,2.0,0.0,2.0,2.0
aws-samples/aws-cicd-docker-containers,0.0,0.0,44.0,999.0,1.0,4.0,1.0,1.0
aws-samples/aws-cidr-finder,45.5,37.0,58.0,2334.0,2.0,0.0,1.0,1.0
aws-samples/aws-cloud-and-hybrid-operations-workshop,0.0,0.0,4.444444444444445,802.3333333333334,9.0,0.0,9.0,9.0
aws-samples/aws-cloudformation-advanced-reinvent-2018,254.0,254.0,6.0,3072.2,5.0,0.0,5.0,5.0
aws-samples/aws-cloudformation-apigw-sap-idocs,1.0,1.0,15.0,2203.0,1.0,1.0,1.0,1.0
aws-samples/aws-cloudformation-assertion-examples,,,,,0.0,3.0,0.0,0.0
aws-samples/aws-cloudformation-conditional-launch,0.0,0.0,79.0,2030.0,1.0,0.0,1.0,1.0
aws-samples/aws-cloudformation-publisher,0.5714285714285714,0.5714285714285714,94.85714285714286,1617.2857142857142,7.0,0.0,7.0,7.0
aws-samples/aws-cloudformation-security-automation-for-wazuh,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-cloudformation-validator,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-cloudformation-workshops,31.0,31.0,5.0,792.0,1.0,0.0,1.0,1.0
aws-samples/aws-cloudfront-samples,22.863636363636363,4.222222222222222,67.17647058823529,1668.235294117647,22.0,11.0,18.0,18.0
aws-samples/aws-cloudhsm-jce-examples,0.5769230769230769,0.6,50.36,3158.84,26.0,1.0,25.0,25.0
aws-samples/aws-cloudhsm-on-aws-lambda-sample,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-cloudhsm-pkcs11-examples,3.289473684210526,3.5714285714285716,42.8,2886.457142857143,38.0,0.0,35.0,35.0
aws-samples/aws-cloudtrail-analyzer-workshop,0.0,0.0,214.0,3070.0,1.0,0.0,1.0,1.0
aws-samples/aws-cloudwatch-building-dashboard-outside-aws-console,65.6,3.0,3.0,2448.0,5.0,1.0,2.0,2.0
aws-samples/aws-cloudwatch-snapshot-graphs-alert-context,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-code-snippets,0.0,0.0,34.0,1536.0,3.0,0.0,3.0,3.0
aws-samples/aws-code-suite-for-atlassian-connect,0.0,0.0,10.0,833.75,8.0,2.0,8.0,8.0
aws-samples/aws-codebuild-multiple-buildspec,0.0,0.0,214.0,3070.0,1.0,0.0,1.0,1.0
aws-samples/aws-codebuild-polyglot-application,0.0,0.0,9.0,1254.5,2.0,1.0,2.0,2.0
aws-samples/aws-codebuild-samples,3.75,10.0,618.0,3111.6666666666665,8.0,3.0,3.0,3.0
aws-samples/aws-codebuild-webhooks,2.8,2.8,36.6,877.5,10.0,0.0,10.0,10.0
aws-samples/aws-codecommit-codepipeline-cobol-mainframe,0.0,0.0,3.0,342.3333333333333,3.0,0.0,3.0,3.0
aws-samples/aws-codecommit-devops-model,0.7692307692307693,0.0,38.0,3417.2,13.0,0.0,10.0,10.0
aws-samples/aws-codecommit-pull-request-approver-demo,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-codecommit-pull-request-aws-codebuild,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-codecommit-serverless-backup,401.0,0.0,372.0,482.0,2.0,3.0,1.0,1.0
aws-samples/aws-codedeploy-appspec-assistant,0.3076923076923077,0.3076923076923077,1.5384615384615385,1481.8461538461538,13.0,0.0,13.0,13.0
aws-samples/aws-codedeploy-linear-canary-deployments-blog,0.0,0.0,0.0,1846.0,2.0,1.0,2.0,2.0
aws-samples/aws-codedeploy-sample-tomcat,17.5625,40.142857142857146,36.142857142857146,2059.5714285714284,16.0,5.0,7.0,7.0
aws-samples/aws-codedeploy-samples,55.275,34.903225806451616,4.321428571428571,1078.6785714285713,40.0,7.0,31.0,31.0
aws-samples/aws-codeguru-profiler-demo-application,0.5,0.7,28.6,1628.0,16.0,0.0,10.0,10.0
aws-samples/aws-codeguru-profiler-python-demo-application,4.608695652173913,1.1,3.8,661.8,23.0,0.0,20.0,20.0
aws-samples/aws-codepipeline-bitbucket-integration,5.75,5.75,3.0,2541.75,4.0,1.0,4.0,4.0
aws-samples/aws-codepipeline-codebuild-with-postman,0.0,,,,2.0,0.0,0.0,0.0
aws-samples/aws-codepipeline-custom-action,1.0,1.0,6.0,286.75,4.0,0.0,4.0,4.0
aws-samples/aws-codepipeline-custom-job-worker-for-jfrog-artifactory,56.583333333333336,56.09090909090909,5.181818181818182,2901.181818181818,12.0,0.0,11.0,11.0
aws-samples/aws-codepipeline-docker-vulnerability-scan,4.0,4.0,1.0,2056.0,1.0,0.0,1.0,1.0
aws-samples/aws-codepipeline-s3-codedeploy-linux,0.29411764705882354,,,,34.0,20.0,0.0,0.0
aws-samples/aws-codepipeline-stepfunctions,28.0,4.0,6.0,2394.5,4.0,5.0,2.0,2.0
aws-samples/aws-codepipeline-synthetic-tests,0.0,0.0,3.0,466.0,2.0,1.0,2.0,2.0
aws-samples/aws-codepipeline-time-windows,2.0,2.0,3.0,465.0,1.0,1.0,1.0,1.0
aws-samples/aws-cognito-apigw-angular-auth,42.75,47.0,142.14285714285714,1534.5714285714287,8.0,1.0,7.0,7.0
aws-samples/aws-cognito-dot-net-desktop-app,0.0,0.0,113.0,2549.0,2.0,0.0,2.0,2.0
aws-samples/aws-cognito-java-desktop-app,67.33333333333333,67.33333333333333,132.0,1144.0,3.0,1.0,3.0,3.0
aws-samples/aws-cognito-quicksight-auth,115.25,115.25,134.0,1832.5,4.0,0.0,4.0,4.0
aws-samples/aws-comparing-algorithms-performance-mlops-cdk,8.8,8.8,0.0,804.6,5.0,1.0,5.0,5.0
aws-samples/aws-concurrent-data-orchestration-pipeline-emr-livy,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-connected-mobility-solution-telemetry-device-demo,0.0,0.0,8.0,3698.0,7.0,0.0,7.0,7.0
aws-samples/aws-container-devsecops-workshop,35.8,35.8,10.0,1207.4,10.0,2.0,10.0,10.0
aws-samples/aws-containers-task-definitions,60.6,60.6,17.0,1075.0,5.0,1.0,5.0,5.0
aws-samples/aws-content-creation-render-environment-for-windows,2.3333333333333335,2.3333333333333335,104.33333333333333,1623.6666666666667,3.0,0.0,3.0,3.0
aws-samples/aws-control-tower-account-factory,1.0,,,,1.0,1.0,0.0,0.0
aws-samples/aws-control-tower-automate-account-creation,0.0,,,,2.0,0.0,0.0,0.0
aws-samples/aws-control-tower-guardduty-enabler,2.1538461538461537,0.75,3.6666666666666665,1296.0833333333333,13.0,0.0,12.0,12.0
aws-samples/aws-control-tower-reference-architectures,32.0,0.0,3.0,1718.0,2.0,0.0,1.0,1.0
aws-samples/aws-control-tower-securityhub-enabler,1.2,1.2,4.0,1391.3,10.0,0.0,10.0,10.0
aws-samples/aws-control-tower-webhook-notifications,5.0,6.0,48.0,2158.3333333333335,4.0,0.0,3.0,3.0
aws-samples/aws-copilot-fargate,7.0,7.0,4.0,4065.0,1.0,0.0,1.0,1.0
aws-samples/aws-copilot-sample-service,3.0,3.0,45.0,3577.6666666666665,3.0,0.0,3.0,3.0
aws-samples/aws-cost-explorer-report,77.5,87.375,8.0,382.0,10.0,0.0,8.0,8.0
aws-samples/aws-cross-account-cicd-pipeline,4.888888888888889,4.888888888888889,0.0,3767.777777777778,9.0,0.0,9.0,9.0
